Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,State,AdoptionSpeed
3,307,1,2,2,1,2,1,2,1,0,41326,1
3,307,1,2,2,1,2,1,2,1,0,41330,1
3,307,1,2,2,1,2,1,2,1,0,41326,1
9,307,1,2,2,1,2,1,2,1,0,41326,2
9,307,1,2,2,1,2,1,2,1,0,41326,4
12,307,1,2,2,1,2,1,2,1,250,41401,4
12,307,1,2,2,1,2,1,2,1,0,41326,0
2,20,2,2,2,1,2,1,2,1,0,41326,2
3,189,2,2,2,1,2,1,2,1,0,41327,3
5,200,2,2,2,1,2,1,2,1,0,41326,1
2,213,2,2,2,1,2,1,2,1,0,41326,2
1,218,2,2,2,1,2,1,2,1,0,41326,2
1,218,2,2,2,1,2,1,2,1,0,41326,3
2,218,2,2,2,1,2,1,2,1,0,41326,1
3,218,2,2,2,1,2,1,2,1,0,41326,1
1,307,2,2,2,1,2,1,2,1,38,41326,4
1,307,2,2,2,1,2,1,2,1,0,41326,4
1,307,2,2,2,1,2,1,2,1,0,41401,3
1,307,2,2,2,1,2,1,2,1,0,41401,3
1,307,2,2,2,1,2,1,2,1,0,41401,3
1,307,2,2,2,1,2,1,2,1,15,41326,2
1,307,2,2,2,1,2,1,2,1,0,41326,3
1,307,2,2,2,1,2,1,2,1,0,41326,2
1,307,2,2,2,1,2,1,2,1,0,41326,3
1,307,2,2,2,1,2,1,2,1,0,41326,1
1,307,2,2,2,1,2,1,2,1,0,41401,3
1,307,2,2,2,1,2,1,2,1,1,41327,1
1,307,2,2,2,1,2,1,2,1,0,41326,2
1,307,2,2,2,1,2,1,2,1,0,41326,2
1,307,2,2,2,1,2,1,2,1,0,41326,1
1,307,2,2,2,1,2,1,2,1,0,41326,3
1,307,2,2,2,1,2,1,2,1,0,41326,1
1,307,2,2,2,1,2,1,2,1,0,41332,3
1,307,2,2,2,1,2,1,2,1,0,41326,3
2,307,2,2,2,1,2,1,2,1,0,41336,0
2,307,2,2,2,1,2,1,2,1,0,41326,4
2,307,2,2,2,1,2,1,2,1,0,41326,2
2,307,2,2,2,1,2,1,2,1,0,41326,2
2,307,2,2,2,1,2,1,2,1,5,41327,1
2,307,2,2,2,1,2,1,2,1,0,41326,2
2,307,2,2,2,1,2,1,2,1,0,41327,3
2,307,2,2,2,1,2,1,2,1,0,41326,2
2,307,2,2,2,1,2,1,2,1,0,41326,3
2,307,2,2,2,1,2,1,2,1,0,41326,4
2,307,2,2,2,1,2,1,2,1,5,41327,3
2,307,2,2,2,1,2,1,2,1,0,41330,2
2,307,2,2,2,1,2,1,2,1,0,41327,4
2,307,2,2,2,1,2,1,2,1,0,41326,2
2,307,2,2,2,1,2,1,2,1,0,41326,2
2,307,2,2,2,1,2,1,2,1,0,41401,0
2,307,2,2,2,1,2,1,2,1,0,41326,4
2,307,2,2,2,1,2,1,2,1,0,41401,2
2,307,2,2,2,1,2,1,2,1,0,41326,1
2,307,2,2,2,1,2,1,2,1,0,41327,3
2,307,2,2,2,1,2,1,2,1,0,41326,4
2,307,2,2,2,1,2,1,2,1,0,41326,1
2,307,2,2,2,1,2,1,2,1,80,41326,2
2,307,2,2,2,1,2,1,2,1,0,41327,2
2,307,2,2,2,1,2,1,2,1,0,41326,4
2,307,2,2,2,1,2,1,2,1,0,41401,1
2,307,2,2,2,1,2,1,2,1,5,41327,3
2,307,2,2,2,1,2,1,2,1,0,41326,4
2,307,2,2,2,1,2,1,2,1,0,41401,2
2,307,2,2,2,1,2,1,2,1,0,41326,3
2,307,2,2,2,1,2,1,2,1,80,41326,2
3,307,2,2,2,1,2,1,2,1,0,41326,3
3,307,2,2,2,1,2,1,2,1,80,41326,2
3,307,2,2,2,1,2,1,2,1,0,41326,1
3,307,2,2,2,1,2,1,2,1,0,41327,2
3,307,2,2,2,1,2,1,2,1,0,41336,1
3,307,2,2,2,1,2,1,2,1,0,41326,3
3,307,2,2,2,1,2,1,2,1,0,41326,2
3,307,2,2,2,1,2,1,2,1,0,41330,2
3,307,2,2,2,1,2,1,2,1,0,41326,2
3,307,2,2,2,1,2,1,2,1,0,41326,1
3,307,2,2,2,1,2,1,2,1,0,41326,3
3,307,2,2,2,1,2,1,2,1,0,41401,3
4,307,2,2,2,1,2,1,2,1,80,41326,1
4,307,2,2,2,1,2,1,2,1,0,41326,4
4,307,2,2,2,1,2,1,2,1,80,41326,2
4,307,2,2,2,1,2,1,2,1,0,41327,4
4,307,2,2,2,1,2,1,2,1,0,41326,2
6,307,2,2,2,1,2,1,2,1,0,41327,3
6,307,2,2,2,1,2,1,2,1,0,41327,3
12,307,2,2,2,1,2,1,2,1,0,41327,4
15,307,2,2,2,1,2,1,2,1,0,41326,2
24,307,2,2,2,1,2,1,2,1,1,41325,4
2,141,1,3,2,1,2,1,2,1,0,41326,1
2,141,1,3,2,1,2,1,2,1,0,41326,0
3,218,1,3,2,1,2,1,2,1,0,41326,1
2,307,1,3,2,1,2,1,2,1,0,41326,2
12,307,1,3,2,1,2,1,2,1,0,41330,4
2,307,2,3,2,1,2,1,2,1,0,41401,2
2,307,2,3,2,1,2,1,2,1,0,41326,2
1,307,1,4,2,1,2,1,2,1,0,41326,2
2,307,1,4,2,1,2,1,2,1,0,41401,2
2,307,2,4,2,1,2,1,2,1,0,41326,1
2,307,2,4,2,1,2,1,2,1,0,41326,4
2,307,2,4,2,1,2,1,2,1,0,41401,2
4,307,2,4,2,1,2,1,2,1,0,41330,4
4,307,2,4,2,1,2,1,2,1,0,41330,4
5,307,2,4,2,1,2,1,2,1,0,41326,4
9,307,2,4,2,1,2,1,2,1,250,41326,4
2,218,1,5,2,1,2,1,2,1,0,41326,1
2,307,1,5,2,1,2,1,2,1,0,41326,1
2,307,1,5,2,1,2,1,2,1,0,41326,3
2,307,1,5,2,1,2,1,2,1,150,41326,3
3,307,1,5,2,1,2,1,2,1,0,41401,1
3,307,1,5,2,1,2,1,2,1,0,41336,1
3,307,1,5,2,1,2,1,2,1,0,41326,2
12,307,1,5,2,1,2,1,2,1,0,41326,4
2,152,2,5,2,1,2,1,2,1,0,41326,3
3,202,2,5,2,1,2,1,2,1,0,41326,3
1,218,2,5,2,1,2,1,2,1,0,41326,3
1,307,2,5,2,1,2,1,2,1,0,41326,3
2,307,2,5,2,1,2,1,2,1,0,41401,2
2,307,2,5,2,1,2,1,2,1,0,41330,2
2,307,2,5,2,1,2,1,2,1,0,41327,4
2,307,2,5,2,1,2,1,2,1,0,41335,2
2,307,2,5,2,1,2,1,2,1,0,41401,2
2,307,2,5,2,1,2,1,2,1,0,41327,4
2,307,2,5,2,1,2,1,2,1,0,41401,3
3,307,2,5,2,1,2,1,2,1,0,41336,4
3,307,2,5,2,1,2,1,2,1,0,41336,1
3,307,2,5,2,1,2,1,2,1,0,41327,3
60,195,1,6,2,1,2,1,2,1,0,41401,1
2,307,1,7,2,1,2,1,2,1,0,41326,2
2,307,1,7,2,1,2,1,2,1,0,41326,3
1,307,2,7,2,1,2,1,2,1,0,41401,2
1,307,2,7,2,1,2,1,2,1,0,41401,3
3,76,1,1,3,1,2,1,2,1,0,41326,2
6,76,1,1,3,1,2,1,2,1,0,41326,1
3,307,1,1,3,1,2,1,2,1,0,41326,2
3,307,1,1,3,1,2,1,2,1,50,41332,4
1,307,2,1,3,1,2,1,2,1,0,41401,4
2,307,2,1,3,1,2,1,2,1,0,41326,4
2,307,2,1,3,1,2,1,2,1,0,41326,1
2,307,2,1,3,1,2,1,2,1,50,41332,4
2,307,2,1,3,1,2,1,2,1,50,41326,2
2,307,2,1,3,1,2,1,2,1,50,41332,4
2,307,2,1,3,1,2,1,2,1,50,41332,1
3,307,2,1,3,1,2,1,2,1,0,41401,2
4,307,2,1,3,1,2,1,2,1,0,41401,3
3,307,1,2,3,1,2,1,2,1,0,41326,2
11,307,1,2,3,1,2,1,2,1,0,41325,4
2,307,2,2,3,1,2,1,2,1,0,41327,2
2,307,2,2,3,1,2,1,2,1,150,41326,1
3,307,2,2,3,1,2,1,2,1,0,41330,4
3,307,2,2,3,1,2,1,2,1,0,41325,3
3,307,2,2,3,1,2,1,2,1,0,41325,4
1,307,1,7,3,1,2,1,2,1,50,41332,1
19,307,2,7,3,1,2,1,2,1,0,41326,2
2,195,1,1,1,2,2,1,2,1,450,41326,1
6,152,2,1,1,2,2,1,2,1,0,41401,2
2,307,2,1,1,2,2,1,2,1,0,41326,4
2,179,1,2,1,2,2,1,2,1,450,41326,1
2,218,1,2,1,2,2,1,2,1,0,41326,1
9,218,1,2,1,2,2,1,2,1,0,41401,2
1,307,1,2,1,2,2,1,2,1,0,41326,2
2,179,2,2,1,2,2,1,2,1,500,41326,0
48,179,1,5,1,2,2,1,2,1,0,41326,2
2,213,2,5,1,2,2,1,2,1,0,41326,1
1,18,1,1,2,2,2,1,2,1,0,41326,2
2,76,1,1,2,2,2,1,2,1,0,41401,2
1,103,1,1,2,2,2,1,2,1,0,41401,3
17,119,1,1,2,2,2,1,2,1,0,41326,2
81,119,1,1,2,2,2,1,2,1,0,41401,3
2,189,1,1,2,2,2,1,2,1,150,41401,1
2,203,1,1,2,2,2,1,2,1,50,41326,1
5,213,1,1,2,2,2,1,2,1,0,41326,3
3,224,1,1,2,2,2,1,2,1,0,41326,1
1,307,1,1,2,2,2,1,2,1,0,41326,3
1,307,1,1,2,2,2,1,2,1,0,41326,2
1,307,1,1,2,2,2,1,2,1,80,41326,0
1,307,1,1,2,2,2,1,2,1,0,41326,2
1,307,1,1,2,2,2,1,2,1,0,41326,1
1,307,1,1,2,2,2,1,2,1,0,41326,1
1,307,1,1,2,2,2,1,2,1,0,41326,2
1,307,1,1,2,2,2,1,2,1,0,41326,1
1,307,1,1,2,2,2,1,2,1,0,41326,3
1,307,1,1,2,2,2,1,2,1,0,41326,1
1,307,1,1,2,2,2,1,2,1,0,41326,2
1,307,1,1,2,2,2,1,2,1,0,41326,1
1,307,1,1,2,2,2,1,2,1,0,41401,2
1,307,1,1,2,2,2,1,2,1,0,41330,2
1,307,1,1,2,2,2,1,2,1,0,41326,1
1,307,1,1,2,2,2,1,2,1,0,41326,1
1,307,1,1,2,2,2,1,2,1,0,41326,3
1,307,1,1,2,2,2,1,2,1,0,41326,3
1,307,1,1,2,2,2,1,2,1,0,41326,1
2,307,1,1,2,2,2,1,2,1,0,41326,2
2,307,1,1,2,2,2,1,2,1,5,41326,1
2,307,1,1,2,2,2,1,2,1,0,41401,1
2,307,1,1,2,2,2,1,2,1,0,41326,2
2,307,1,1,2,2,2,1,2,1,0,41327,2
2,307,1,1,2,2,2,1,2,1,0,41326,4
2,307,1,1,2,2,2,1,2,1,0,41327,2
2,307,1,1,2,2,2,1,2,1,0,41326,2
2,307,1,1,2,2,2,1,2,1,0,41326,2
2,307,1,1,2,2,2,1,2,1,5,41326,1
2,307,1,1,2,2,2,1,2,1,0,41327,2
2,307,1,1,2,2,2,1,2,1,0,41401,1
2,307,1,1,2,2,2,1,2,1,0,41326,3
2,307,1,1,2,2,2,1,2,1,0,41326,1
2,307,1,1,2,2,2,1,2,1,0,41326,2
2,307,1,1,2,2,2,1,2,1,0,41326,2
3,307,1,1,2,2,2,1,2,1,0,41325,2
3,307,1,1,2,2,2,1,2,1,0,41401,1
3,307,1,1,2,2,2,1,2,1,0,41336,1
3,307,1,1,2,2,2,1,2,1,0,41326,2
4,307,1,1,2,2,2,1,2,1,0,41401,3
4,307,1,1,2,2,2,1,2,1,0,41326,2
5,307,1,1,2,2,2,1,2,1,0,41326,3
9,307,1,1,2,2,2,1,2,1,0,41401,2
12,307,1,1,2,2,2,1,2,1,0,41401,4
24,307,1,1,2,2,2,1,2,1,0,41401,1
24,307,1,1,2,2,2,1,2,1,100,41326,4
3,39,2,1,2,2,2,1,2,1,0,41326,3
1,103,2,1,2,2,2,1,2,1,0,41401,3
3,103,2,1,2,2,2,1,2,1,200,41326,2
3,103,2,1,2,2,2,1,2,1,200,41326,1
2,218,2,1,2,2,2,1,2,1,0,41326,3
1,307,2,1,2,2,2,1,2,1,0,41326,3
1,307,2,1,2,2,2,1,2,1,0,41326,1
1,307,2,1,2,2,2,1,2,1,0,41326,3
1,307,2,1,2,2,2,1,2,1,0,41326,3
1,307,2,1,2,2,2,1,2,1,0,41330,2
1,307,2,1,2,2,2,1,2,1,0,41401,2
1,307,2,1,2,2,2,1,2,1,50,41326,2
1,307,2,1,2,2,2,1,2,1,0,41326,3
1,307,2,1,2,2,2,1,2,1,0,41330,2
1,307,2,1,2,2,2,1,2,1,50,41326,1
1,307,2,1,2,2,2,1,2,1,0,41401,2
1,307,2,1,2,2,2,1,2,1,0,41326,2
1,307,2,1,2,2,2,1,2,1,0,41326,1
1,307,2,1,2,2,2,1,2,1,0,41326,1
1,307,2,1,2,2,2,1,2,1,0,41326,2
1,307,2,1,2,2,2,1,2,1,0,41326,1
1,307,2,1,2,2,2,1,2,1,0,41326,3
1,307,2,1,2,2,2,1,2,1,0,41326,3
1,307,2,1,2,2,2,1,2,1,0,41326,3
1,307,2,1,2,2,2,1,2,1,0,41401,2
2,307,2,1,2,2,2,1,2,1,0,41326,3
2,307,2,1,2,2,2,1,2,1,0,41326,2
2,307,2,1,2,2,2,1,2,1,250,41401,3
2,307,2,1,2,2,2,1,2,1,0,41326,3
2,307,2,1,2,2,2,1,2,1,0,41326,2
2,307,2,1,2,2,2,1,2,1,0,41327,2
2,307,2,1,2,2,2,1,2,1,0,41326,1
2,307,2,1,2,2,2,1,2,1,0,41330,4
2,307,2,1,2,2,2,1,2,1,0,41326,2
2,307,2,1,2,2,2,1,2,1,0,41326,2
2,307,2,1,2,2,2,1,2,1,0,41326,2
2,307,2,1,2,2,2,1,2,1,0,41327,2
2,307,2,1,2,2,2,1,2,1,0,41326,3
2,307,2,1,2,2,2,1,2,1,0,41326,3
2,307,2,1,2,2,2,1,2,1,0,41327,1
2,307,2,1,2,2,2,1,2,1,0,41401,1
2,307,2,1,2,2,2,1,2,1,0,41401,2
2,307,2,1,2,2,2,1,2,1,100,41326,0
2,307,2,1,2,2,2,1,2,1,50,41326,2
2,307,2,1,2,2,2,1,2,1,0,41326,3
2,307,2,1,2,2,2,1,2,1,0,41326,4
2,307,2,1,2,2,2,1,2,1,0,41326,2
2,307,2,1,2,2,2,1,2,1,0,41326,3
2,307,2,1,2,2,2,1,2,1,0,41327,2
2,307,2,1,2,2,2,1,2,1,0,41401,2
2,307,2,1,2,2,2,1,2,1,0,41330,4
2,307,2,1,2,2,2,1,2,1,1,41330,2
2,307,2,1,2,2,2,1,2,1,0,41326,2
3,307,2,1,2,2,2,1,2,1,0,41327,4
3,307,2,1,2,2,2,1,2,1,100,41326,2
3,307,2,1,2,2,2,1,2,1,0,41326,1
3,307,2,1,2,2,2,1,2,1,0,41326,2
3,307,2,1,2,2,2,1,2,1,0,41326,3
3,307,2,1,2,2,2,1,2,1,0,41326,2
3,307,2,1,2,2,2,1,2,1,0,41326,4
3,307,2,1,2,2,2,1,2,1,0,41326,3
3,307,2,1,2,2,2,1,2,1,0,41401,4
4,307,2,1,2,2,2,1,2,1,1,41401,4
4,307,2,1,2,2,2,1,2,1,0,41326,4
6,307,2,1,2,2,2,1,2,1,0,41326,4
6,307,2,1,2,2,2,1,2,1,0,41330,4
12,307,2,1,2,2,2,1,2,1,0,41327,4
64,307,2,1,2,2,2,1,2,1,0,41401,3
72,307,2,1,2,2,2,1,2,1,50,41401,3
78,20,1,2,2,2,2,1,2,1,0,41401,4
3,218,1,2,2,2,2,1,2,1,0,41326,2
10,218,1,2,2,2,2,1,2,1,0,41326,3
1,307,1,2,2,2,2,1,2,1,0,41326,2
1,307,1,2,2,2,2,1,2,1,0,41326,1
1,307,1,2,2,2,2,1,2,1,0,41326,3
1,307,1,2,2,2,2,1,2,1,0,41326,2
1,307,1,2,2,2,2,1,2,1,0,41326,1
1,307,1,2,2,2,2,1,2,1,0,41326,2
1,307,1,2,2,2,2,1,2,1,38,41326,1
1,307,1,2,2,2,2,1,2,1,0,41326,1
2,307,1,2,2,2,2,1,2,1,0,41326,2
2,307,1,2,2,2,2,1,2,1,50,41326,3
2,307,1,2,2,2,2,1,2,1,0,41401,2
2,307,1,2,2,2,2,1,2,1,50,41326,3
2,307,1,2,2,2,2,1,2,1,0,41326,4
2,307,1,2,2,2,2,1,2,1,0,41326,2
2,307,1,2,2,2,2,1,2,1,0,41326,3
2,307,1,2,2,2,2,1,2,1,0,41401,1
2,307,1,2,2,2,2,1,2,1,0,41401,2
2,307,1,2,2,2,2,1,2,1,0,41326,3
2,307,1,2,2,2,2,1,2,1,0,41326,3
2,307,1,2,2,2,2,1,2,1,0,41326,3
2,307,1,2,2,2,2,1,2,1,100,41326,1
3,307,1,2,2,2,2,1,2,1,0,41326,3
3,307,1,2,2,2,2,1,2,1,0,41327,4
3,307,1,2,2,2,2,1,2,1,0,41326,1
3,307,1,2,2,2,2,1,2,1,0,41326,3
3,307,1,2,2,2,2,1,2,1,0,41326,2
3,307,1,2,2,2,2,1,2,1,100,41326,2
3,307,1,2,2,2,2,1,2,1,0,41330,3
3,307,1,2,2,2,2,1,2,1,0,41401,3
2,19,2,2,2,2,2,1,2,1,0,41326,3
2,141,2,2,2,2,2,1,2,1,0,41326,2
18,155,2,2,2,2,2,1,2,1,0,41401,2
1,307,2,2,2,2,2,1,2,1,0,41401,1
1,307,2,2,2,2,2,1,2,1,0,41326,1
1,307,2,2,2,2,2,1,2,1,0,41326,2
1,307,2,2,2,2,2,1,2,1,0,41326,2
1,307,2,2,2,2,2,1,2,1,0,41326,3
1,307,2,2,2,2,2,1,2,1,0,41326,1
1,307,2,2,2,2,2,1,2,1,0,41401,2
1,307,2,2,2,2,2,1,2,1,0,41330,2
1,307,2,2,2,2,2,1,2,1,0,41326,2
1,307,2,2,2,2,2,1,2,1,0,41326,1
1,307,2,2,2,2,2,1,2,1,150,41326,3
1,307,2,2,2,2,2,1,2,1,0,41326,1
1,307,2,2,2,2,2,1,2,1,0,41326,2
1,307,2,2,2,2,2,1,2,1,0,41326,2
1,307,2,2,2,2,2,1,2,1,0,41326,1
1,307,2,2,2,2,2,1,2,1,0,41326,1
2,307,2,2,2,2,2,1,2,1,0,41326,2
2,307,2,2,2,2,2,1,2,1,0,41326,2
2,307,2,2,2,2,2,1,2,1,0,41330,4
2,307,2,2,2,2,2,1,2,1,0,41326,1
2,307,2,2,2,2,2,1,2,1,0,41327,4
2,307,2,2,2,2,2,1,2,1,0,41327,1
2,307,2,2,2,2,2,1,2,1,0,41401,3
2,307,2,2,2,2,2,1,2,1,0,41326,2
2,307,2,2,2,2,2,1,2,1,0,41326,3
2,307,2,2,2,2,2,1,2,1,0,41326,3
2,307,2,2,2,2,2,1,2,1,0,41326,3
2,307,2,2,2,2,2,1,2,1,0,41326,4
2,307,2,2,2,2,2,1,2,1,0,41326,4
2,307,2,2,2,2,2,1,2,1,0,41326,2
2,307,2,2,2,2,2,1,2,1,0,41326,4
2,307,2,2,2,2,2,1,2,1,0,41326,3
2,307,2,2,2,2,2,1,2,1,0,41326,1
2,307,2,2,2,2,2,1,2,1,0,41326,3
2,307,2,2,2,2,2,1,2,1,0,41327,1
2,307,2,2,2,2,2,1,2,1,0,41326,3
2,307,2,2,2,2,2,1,2,1,0,41326,4
2,307,2,2,2,2,2,1,2,1,0,41326,3
2,307,2,2,2,2,2,1,2,1,0,41326,3
2,307,2,2,2,2,2,1,2,1,0,41326,3
2,307,2,2,2,2,2,1,2,1,0,41326,2
2,307,2,2,2,2,2,1,2,1,0,41326,1
2,307,2,2,2,2,2,1,2,1,0,41326,1
2,307,2,2,2,2,2,1,2,1,0,41327,4
2,307,2,2,2,2,2,1,2,1,0,41326,1
3,307,2,2,2,2,2,1,2,1,0,41326,3
3,307,2,2,2,2,2,1,2,1,0,41401,2
3,307,2,2,2,2,2,1,2,1,0,41326,3
3,307,2,2,2,2,2,1,2,1,0,41401,3
3,307,2,2,2,2,2,1,2,1,0,41330,4
3,307,2,2,2,2,2,1,2,1,0,41326,4
3,307,2,2,2,2,2,1,2,1,0,41325,2
4,307,2,2,2,2,2,1,2,1,0,41401,4
4,307,2,2,2,2,2,1,2,1,0,41336,4
5,307,2,2,2,2,2,1,2,1,0,41326,4
5,307,2,2,2,2,2,1,2,1,0,41326,4
6,307,2,2,2,2,2,1,2,1,0,41326,4
8,307,2,2,2,2,2,1,2,1,0,41330,4
12,307,2,2,2,2,2,1,2,1,0,41327,4
24,307,2,2,2,2,2,1,2,1,0,41327,4
96,179,1,3,2,2,2,1,2,1,0,41327,4
3,307,1,3,2,2,2,1,2,1,0,41326,1
6,307,1,3,2,2,2,1,2,1,0,41326,2
2,307,2,3,2,2,2,1,2,1,0,41326,2
2,307,2,3,2,2,2,1,2,1,0,41326,3
2,307,2,3,2,2,2,1,2,1,0,41401,2
12,307,2,3,2,2,2,1,2,1,0,41330,4
36,155,2,4,2,2,2,1,2,1,0,41401,2
11,179,2,4,2,2,2,1,2,1,0,41327,4
2,307,2,4,2,2,2,1,2,1,0,41326,1
2,307,2,4,2,2,2,1,2,1,0,41401,3
2,307,2,4,2,2,2,1,2,1,0,41330,4
5,307,2,4,2,2,2,1,2,1,0,41330,4
36,141,1,5,2,2,2,1,2,1,200,41330,4
1,307,1,5,2,2,2,1,2,1,0,41326,2
2,307,1,5,2,2,2,1,2,1,0,41330,4
2,307,1,5,2,2,2,1,2,1,0,41327,1
2,307,1,5,2,2,2,1,2,1,0,41401,2
3,307,1,5,2,2,2,1,2,1,0,41326,4
3,218,2,5,2,2,2,1,2,1,150,41401,1
1,307,2,5,2,2,2,1,2,1,0,41326,3
1,307,2,5,2,2,2,1,2,1,0,41326,3
2,307,2,5,2,2,2,1,2,1,0,41326,3
2,307,2,5,2,2,2,1,2,1,0,41326,1
2,307,2,5,2,2,2,1,2,1,0,41326,2
2,307,2,5,2,2,2,1,2,1,0,41326,1
2,307,2,5,2,2,2,1,2,1,0,41327,1
2,307,2,5,2,2,2,1,2,1,0,41326,3
2,307,2,5,2,2,2,1,2,1,100,41326,2
2,307,2,5,2,2,2,1,2,1,0,41326,3
2,307,2,5,2,2,2,1,2,1,0,41326,2
3,307,2,5,2,2,2,1,2,1,0,41401,4
4,307,2,5,2,2,2,1,2,1,0,41326,4
6,307,2,5,2,2,2,1,2,1,0,41401,1
1,103,1,6,2,2,2,1,2,1,0,41401,2
2,307,1,6,2,2,2,1,2,1,0,41327,2
1,307,1,7,2,2,2,1,2,1,0,41326,1
3,307,1,7,2,2,2,1,2,1,0,41325,2
14,218,2,7,2,2,2,1,2,1,0,41326,2
2,307,2,7,2,2,2,1,2,1,0,41327,2
3,307,2,7,2,2,2,1,2,1,0,41336,2
17,307,2,7,2,2,2,1,2,1,0,41326,4
8,141,1,1,3,2,2,1,2,1,0,41326,4
4,202,1,1,3,2,2,1,2,1,0,41326,2
12,307,1,1,3,2,2,1,2,1,0,41401,2
5,307,2,2,3,2,2,1,2,1,0,41326,1
18,155,1,5,3,2,2,1,2,1,0,41401,2
3,122,1,1,2,3,2,1,2,1,300,41401,4
3,307,1,1,2,3,2,1,2,1,0,41326,4
1,218,2,1,2,3,2,1,2,1,0,41401,1
8,69,1,2,2,3,2,1,2,1,0,41361,1
3,307,2,5,2,3,2,1,2,1,200,41336,1
1,307,2,1,3,3,2,1,2,1,0,41326,2
3,307,1,2,1,1,2,1,1,1,0,41326,3
12,152,1,1,2,1,2,1,1,1,0,41401,2
3,307,1,1,2,1,2,1,1,1,0,41401,1
12,307,1,1,2,1,2,1,1,1,0,41336,2
12,307,1,1,2,1,2,1,1,1,0,41326,3
7,141,2,1,2,1,2,1,1,1,0,41324,3
9,176,2,1,2,1,2,1,1,1,0,41401,4
36,189,2,1,2,1,2,1,1,1,0,41401,1
1,307,2,1,2,1,2,1,1,1,0,41326,4
8,307,2,1,2,1,2,1,1,1,0,41326,4
9,307,2,1,2,1,2,1,1,1,0,41326,4
15,307,2,1,2,1,2,1,1,1,0,41324,4
36,307,2,1,2,1,2,1,1,1,0,41326,4
2,307,1,2,2,1,2,1,1,1,0,41401,2
3,307,1,2,2,1,2,1,1,1,0,41401,1
24,307,1,2,2,1,2,1,1,1,0,41326,4
41,307,1,2,2,1,2,1,1,1,0,41326,2
12,117,2,2,2,1,2,1,1,1,0,41326,4
2,307,2,2,2,1,2,1,1,1,0,41326,4
4,307,2,2,2,1,2,1,1,1,150,41326,2
4,307,2,2,2,1,2,1,1,1,0,41401,2
5,307,2,2,2,1,2,1,1,1,0,41401,3
7,307,2,2,2,1,2,1,1,1,0,41326,2
8,307,2,2,2,1,2,1,1,1,10,41330,4
12,307,2,2,2,1,2,1,1,1,0,41336,3
24,307,2,2,2,1,2,1,1,1,0,41326,4
2,307,1,3,2,1,2,1,1,1,150,41401,3
5,141,2,3,2,1,2,1,1,1,0,41326,3
12,141,1,4,2,1,2,1,1,1,30,41326,4
36,141,2,4,2,1,2,1,1,1,0,41330,4
12,307,2,4,2,1,2,1,1,1,0,41326,3
4,141,1,5,2,1,2,1,1,1,50,41326,4
24,182,1,5,2,1,2,1,1,1,100,41326,1
3,307,1,5,2,1,2,1,1,1,0,41401,1
12,307,1,5,2,1,2,1,1,1,0,41336,2
1,307,2,5,2,1,2,1,1,1,0,41326,3
9,307,2,5,2,1,2,1,1,1,0,41401,2
12,307,2,5,2,1,2,1,1,1,0,41336,2
36,307,2,5,2,1,2,1,1,1,0,41326,2
15,307,1,7,2,1,2,1,1,1,0,41326,2
10,307,2,7,2,1,2,1,1,1,0,41401,4
24,189,1,1,3,1,2,1,1,1,800,41326,2
12,307,1,2,3,1,2,1,1,1,0,41326,1
3,141,1,4,3,1,2,1,1,1,350,41401,3
3,200,1,5,3,1,2,1,1,1,200,41401,3
60,111,2,6,3,1,2,1,1,1,0,41326,1
1,307,2,1,1,2,2,1,1,1,0,41326,4
6,307,2,1,1,2,2,1,1,1,100,41401,4
18,179,2,2,1,2,2,1,1,1,0,41336,2
2,307,2,2,1,2,2,1,1,1,0,41326,4
13,307,2,3,1,2,2,1,1,1,0,41401,4
4,307,2,4,1,2,2,1,1,1,0,41326,3
24,207,1,1,2,2,2,1,1,1,0,41330,1
6,103,2,1,2,2,2,1,1,1,200,41326,2
3,119,2,1,2,2,2,1,1,1,150,41401,0
1,307,2,1,2,2,2,1,1,1,0,41326,3
6,307,2,1,2,2,2,1,1,1,100,41401,4
6,307,2,1,2,2,2,1,1,1,0,41327,3
12,307,2,1,2,2,2,1,1,1,0,41336,2
12,307,2,1,2,2,2,1,1,1,0,41326,3
9,307,1,2,2,2,2,1,1,1,0,41330,4
12,307,1,2,2,2,2,1,1,1,0,41336,4
36,218,2,2,2,2,2,1,1,1,0,41326,4
3,307,2,2,2,2,2,1,1,1,50,41326,3
3,307,2,2,2,2,2,1,1,1,0,41326,2
12,307,2,2,2,2,2,1,1,1,0,41326,2
12,307,2,2,2,2,2,1,1,1,0,41325,4
36,109,1,3,2,2,2,1,1,1,0,41326,2
35,109,2,3,2,2,2,1,1,1,50,41336,2
48,307,2,3,2,2,2,1,1,1,0,41325,4
18,39,2,4,2,2,2,1,1,1,100,41401,3
2,109,2,4,2,2,2,1,1,1,150,41401,2
11,307,2,5,2,2,2,1,1,1,0,41325,4
72,103,2,1,3,2,2,1,1,1,0,41401,2
24,307,1,3,3,2,2,1,1,1,0,41326,3
24,39,1,1,2,3,2,1,1,1,0,41326,1
3,218,1,1,2,3,2,1,1,1,200,41401,1
8,307,2,1,2,3,2,1,1,1,0,41326,3
6,307,1,2,2,2,1,2,2,2,0,41327,4
3,190,2,1,4,2,1,2,2,2,0,41324,1
60,179,1,1,1,1,1,2,2,1,300,41326,2
4,307,1,1,1,1,1,2,2,1,0,41326,1
